"Item","Series","RM","BM","Brand","Quality","SPL","TT","MTM","Purpose","Type","D1","W1","L1","D2","L2","Zn","D3","L3","A1_DEG","D1_Inch","W1_Inch","L1_Inch","Is PL","ROL","CETSH","Template or Variant Of","Description","EOL","Created By","Creation"
"HR1XRE00A71","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,15.875,101.6,"","","","","",0,"1/2","5/8","4","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x5/8""x4""x 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00A89","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,15.875,152.4,"","","","","",0,"1/2","5/8","6","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x5/8""x6""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00A97","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,15.875,203.2,"","","","","",0,"1/2","5/8","8","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x5/8""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00AA9","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,19.05,101.6,"","","","","",0,"1/2","3/4","4","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x3/4""x4""x 0°","2099-12-31","anuj@rigpl.com","2012-01-17 13:12:24"
"HR1XRE00AB7","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,19.05,152.4,"","","","","",0,"1/2","3/4","6","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x3/4""x6""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00AC5","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,19.05,203.2,"","","","","",0,"1/2","3/4","8","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x3/4""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE018A6","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,24.5,101.6,"","","","","",0,"1/2","-","4","No","","82078000","H1RE-Rectangular Tool Bits-BSW-Metric","HSS Rohit- 1X  Rect 1/2""x24.5x4 0°","2099-12-31","ramesh.pant@rigpl.com","2015-05-26 17:54:05.185707"
"HR1XRE00AE0","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,25.4,101.6,"","","","","",0,"1/2","1","4","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x1""x4""x 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00AF8","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,25.4,152.4,"","","","","",0,"1/2","1","6","Yes",10,"82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x1""x6""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00AG6","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,25.4,177.8,"","","","","",0,"1/2","1","7","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x1""x7""x 0°","2099-12-31","ramesh.pant@rigpl.com","2014-01-31 18:58:25"
"HR1XRE00AH4","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,25.4,203.2,"","","","","",0,"1/2","1","8","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x1""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00AJ9","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,25.4,228.6,"","","","","",0,"1/2","1","9","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x1""x9""x 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE01738","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,25.4,254,"","","","","",0,"1/2","1","10","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x1""x10""x 0°","2099-12-31","anuj@rigpl.com","2014-12-03 12:43:21.109575"
"HR1XRE00AK7","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,30.3,130.175,"","","","","",0,"1/2","-","5+1/8","No","","82078000","H1RE-Rectangular Tool Bits-BSW-Metric","HSS Rohit- 1X  Rect 1/2""x30.3x5+1/8 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00AL5","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,31.75,152.4,"","","","","",0,"1/2","1+1/4","6","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x1+1/4""x6""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00AM3","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,31.75,203.2,"","","","","",0,"1/2","1+1/4","8","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x1+1/4""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00AN0","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,38.1,152.4,"","","","","",0,"1/2","1+1/2","6","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x1+1/2""x6""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00AP6","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,38.1,203.2,"","","","","",0,"1/2","1+1/2","8","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x1+1/2""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00AQ4","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,40,152.4,"","","","","",0,"1/2","-","6","No","","82078000","H1RE-Rectangular Tool Bits-BSW-Metric","HSS Rohit- 1X  Rect 1/2""x40x6 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00AR2","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,50.8,152.4,"","","","","",0,"1/2","2","6","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x2""x6""x 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00AS9","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",12.7,50.8,203.2,"","","","","",0,"1/2","2","8","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1/2""x2""x8""x 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00AT7","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",15.875,19.05,152.4,"","","","","",0,"5/8","3/4","6","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 5/8""x3/4""x6""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00AU5","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",15.875,19.05,203.2,"","","","","",0,"5/8","3/4","8","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 5/8""x3/4""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00AV3","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",15.875,25.4,152.4,"","","","","",0,"5/8","1","6","Yes",2,"82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 5/8""x1""x6""x 0°","2099-12-31","aditya@rigpl.com","2010-10-06 17:29:52"
"HR1XRE00AW1","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",15.875,25.4,203.2,"","","","","",0,"5/8","1","8","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 5/8""x1""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00AX8","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",15.875,31.75,152.4,"","","","","",0,"5/8","1+1/4","6","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 5/8""x1+1/4""x6""x 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00AY6","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",15.875,38.1,203.2,"","","","","",0,"5/8","1+1/2","8","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 5/8""x1+1/2""x8""x 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00AZ4","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",16,19,150,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric-11mm and above","HSS Rohit- 1X  Rect 16x19x150 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00B05","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",16,19,200,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric-11mm and above","HSS Rohit- 1X  Rect 16x19x200 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00B13","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",16,25,150,"","","","","",0,"-","-","-","Yes","","82078000","H1RE-Rectangular Tool Bits-Metric-11mm and above","HSS Rohit- 1X  Rect 16x25x150 0°","2099-12-31","Administrator","2010-10-06 17:29:52"
"HR1XRE00B21","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",16,25,200,"","","","","",0,"-","-","-","Yes","","82078000","H1RE-Rectangular Tool Bits-Metric-11mm and above","HSS Rohit- 1X  Rect 16x25x200 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR1XRE00B39","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",17,26,200,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric-11mm and above","HSS Rohit- 1X  Rect 17x26x200 0°","2099-12-31","ramesh.pant@rigpl.com","2014-02-11 15:25:31"
"HR1XRE00B47","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",19.05,25.4,152.4,"","","","","",0,"3/4","1","6","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 3/4""x1""x6""x 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR1XRE00B54","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",19.05,25.4,177.8,"","","","","",0,"3/4","1","7","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 3/4""x1""x7""x 0°","2099-12-31","abhinav@rigpl.com","2013-12-23 09:04:39"
"HR1XRE00B62","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",19.05,25.4,203.2,"","","","","",0,"3/4","1","8","Yes","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 3/4""x1""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR1XRE00B70","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",19.05,31.75,152.4,"","","","","",0,"3/4","1+1/4","6","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 3/4""x1+1/4""x6""x 0°","2099-12-31","aditya@rigpl.com","2013-02-05 16:48:53"
"HR1XRE00B88","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",19.05,38.1,101.6,"","","","","",0,"3/4","1+1/2","4","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 3/4""x1+1/2""x4""x 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00B96","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",19.05,38.1,152.4,"","","","","",0,"3/4","1+1/2","6","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 3/4""x1+1/2""x6""x 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00BA8","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",19.05,38.1,203.2,"","","","","",0,"3/4","1+1/2","8","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 3/4""x1+1/2""x8""x 0°","2099-12-31","Administrator","2011-03-09 21:11:11"
"HR1XRE00BB6","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",20,25,150,"","","","","",0,"-","-","-","Yes","","82078000","H1RE-Rectangular Tool Bits-Metric-11mm and above","HSS Rohit- 1X  Rect 20x25x150 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR1XRE00BC4","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",20,25,200,"","","","","",0,"-","-","-","Yes","","82078000","H1RE-Rectangular Tool Bits-Metric-11mm and above","HSS Rohit- 1X  Rect 20x25x200 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR1XRE00BD1","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",20.2,25.4,139.7,"","","","","",0,"-","1","5+1/2","No","","82078000","H1RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 1X  Rect 20.2x1""x5+1/2 0°","2099-12-31","aditya@rigpl.com","2013-07-19 18:56:43"
"HR1XRE017W9","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",22.2,30,150,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric-11mm and above","HSS Rohit- 1X  Rect 22.2x30x150 0°","2099-12-31","ramesh.pant@rigpl.com","2015-04-22 17:24:46.801748"
"HR1XRE00BE9","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",25,50,150,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric-11mm and above","HSS Rohit- 1X  Rect 25x50x150 0°","2099-12-31","aditya@rigpl.com","2012-02-28 09:02:25"
"HR1XRE00BF7","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",25.4,50.8,152.4,"","","","","",0,"1","2","6","No","","82078000","H1RE-Rectangular Tool Bits-BSW-12mm and above","HSS Rohit- 1X  Rect 1""x2""x6""x 0°","2099-12-31","aditya@rigpl.com","2012-02-06 09:36:34"
"HR1XRE00BG5","NO-SERIES","-","HSS","Rohit","H-1X","None","Rectangular Tool Bits","-","-","-",40,62,105,"","","","","",0,"-","-","-","No","","82078000","H1RE-Rectangular Tool Bits-Metric-11mm and above","HSS Rohit- 1X  Rect 40x62x105 0°","2099-12-31","ramesh.pant@rigpl.com","2013-09-27 14:31:15"
"HR2XRE00BH2","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",1.5,12,200,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 1.5x12x200 0°","2099-12-31","Administrator","2011-02-25 06:04:18"
"HR2XRE017P3","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",2,9.525,203.2,"","","","","",0,"-","3/8","8","No","","82078000","H2RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 2X  Rect 2x3/8""x8 0°","2099-12-31","ramesh.pant@rigpl.com","2015-02-27 12:21:49.566267"
"HR2XRE00BJ7","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",2,12,100,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 2x12x100 0°","2099-12-31","Administrator","2011-02-25 06:04:18"
"HR2XRE00BK5","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",2,12,150,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 2x12x150 0°","2099-12-31","Administrator","2011-02-25 06:04:18"
"HR2XRE00BL3","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",2,12,200,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 2x12x200 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00BM1","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",2,19.05,203.2,"","","","","",0,"-","3/4","8","No","","82078000","H2RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 2X  Rect 2x3/4""x8 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00BN8","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",2,25.4,152.4,"","","","","",0,"-","1","6","No","","82078000","H2RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 2X  Rect 2x1""x6 0°","2099-12-31","aditya@rigpl.com","2013-11-22 12:56:53"
"HR2XRE01AA6","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",2.5,9.525,203.2,"","","","","",0,"-","3/8","8","No","","82078000","H2RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 2X  Rect 2.5x3/8""x8 0°","2099-12-31","ramesh.pant@rigpl.com","2016-07-02 13:36:33.032320"
"HR2XRE00BP4","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",2.5,12,200,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 2.5x12x200 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00BQ2","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",2.5,15.875,203.2,"","","","","",0,"-","5/8","8","No","","82078000","H2RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 2X  Rect 2.5x5/8""x8 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00BR0","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",2.5,19.05,152.4,"","","","","",0,"-","3/4","6","No","","82078000","H2RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 2X  Rect 2.5x3/4""x6 0°","2099-12-31","Administrator","2011-02-25 06:04:18"
"HR2XRE00BS7","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",2.5,19.05,203.2,"","","","","",0,"-","3/4","8","No","","82078000","H2RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 2X  Rect 2.5x3/4""x8 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00BT5","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,8,60,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 3x8x60 0°","2099-12-31","Administrator","2011-02-25 06:04:18"
"HR2XRE00BU3","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,10,100,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 3x10x100 0°","2099-12-31","Administrator","2011-02-25 06:04:18"
"HR2XRE00BV1","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,10,200,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 3x10x200 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00BW9","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,12,150,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 3x12x150 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00BX6","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,12,200,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 3x12x200 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE016U3","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,12.7,152.4,"","","","","",0,"-","1/2","6","No","","82078000","H2RE-Rectangular Tool Bits-Metric-BSW","HSS Rohit- 2X  Rect 3x1/2""x6 0°","2099-12-31","anuj@rigpl.com","2014-08-28 12:57:02.196976"
"HR2XRE00BY4","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,16,150,"","","","","",0,"-","-","-","Yes","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 3x16x150 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00BZ2","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,16,200,"","","","","",0,"-","-","-","Yes","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 3x16x200 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00C03","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,19,150,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 3x19x150 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00C11","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,19,200,"","","","","",0,"-","-","-","No","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 3x19x200 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00C29","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,25,150,"","","","","",0,"-","-","-","Yes","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 3x25x150 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00C37","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3,25,200,"","","","","",0,"-","-","-","Yes","","82078000","H2RE-Rectangular Tool Bits-Metric-upto 5.9mm","HSS Rohit- 2X  Rect 3x25x200 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00C45","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3.175,9.525,203.2,"","","","","",0,"1/8","3/8","8","No","","82078000","H2RE-Rectangular Tool Bits-BSW-upto 4.9mm","HSS Rohit- 2X  Rect 1/8""x3/8""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00C52","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3.175,12.7,152.4,"","","","","",0,"1/8","1/2","6","No","","82078000","H2RE-Rectangular Tool Bits-BSW-upto 4.9mm","HSS Rohit- 2X  Rect 1/8""x1/2""x6""x 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00C60","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3.175,12.7,203.2,"","","","","",0,"1/8","1/2","8","No","","82078000","H2RE-Rectangular Tool Bits-BSW-upto 4.9mm","HSS Rohit- 2X  Rect 1/8""x1/2""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00C78","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3.175,15.875,152.4,"","","","","",0,"1/8","5/8","6","No","","82078000","H2RE-Rectangular Tool Bits-BSW-upto 4.9mm","HSS Rohit- 2X  Rect 1/8""x5/8""x6""x 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00C86","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3.175,15.875,203.2,"","","","","",0,"1/8","5/8","8","No","","82078000","H2RE-Rectangular Tool Bits-BSW-upto 4.9mm","HSS Rohit- 2X  Rect 1/8""x5/8""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
"HR2XRE00C94","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3.175,19.05,101.6,"","","","","",0,"1/8","3/4","4","No","","82078000","H2RE-Rectangular Tool Bits-BSW-upto 4.9mm","HSS Rohit- 2X  Rect 1/8""x3/4""x4""x 0°","2099-12-31","Administrator","2011-02-25 06:04:18"
"HR2XRE00CA6","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3.175,19.05,152.4,"","","","","",0,"1/8","3/4","6","Yes",2,"82078000","H2RE-Rectangular Tool Bits-BSW-upto 4.9mm","HSS Rohit- 2X  Rect 1/8""x3/4""x6""x 0°","2099-12-31","aditya@rigpl.com","2010-10-06 17:29:53"
"HR2XRE00CB4","NO-SERIES","-","HSS","Rohit","H-2X","None","Rectangular Tool Bits","-","-","-",3.175,19.05,203.2,"","","","","",0,"1/8","3/4","8","Yes","","82078000","H2RE-Rectangular Tool Bits-BSW-upto 4.9mm","HSS Rohit- 2X  Rect 1/8""x3/4""x8""x 0°","2099-12-31","Administrator","2010-10-06 17:29:53"
