"Item","RM","BM","Brand","Quality","SPL","TT","MTM","Purpose","Type","D1","W1","L1","D2","L2","Zn","D3","L3","A1_DEG","D1_Inch","W1_Inch","L1_Inch","Is PL","ROL","CETSH","Template or Variant Of","Description","EOL","Created By","Creation"
"HR1XGSE00E67","-","HSS","Rohit","H-1X","None","Flat End Mills","-","General","-",29,"",53,25,140,4,"","","","-","-","-","No","","82079090","H1SE-Flat End Mills-Metric (D >= 14mm)","HSS Rohit- 1X  GP-SQEM FØ:29mm FL:53mm SØ:25mm OAL:140mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:36"
"HR1XGSE00E75","-","HSS","Rohit","H-1X","None","Flat End Mills","-","General","-",30,"",53,25,140,4,"","","","-","-","-","No","","82079090","H1SE-Flat End Mills-Metric (D >= 14mm)","HSS Rohit- 1X  GP-SQEM FØ:30mm FL:53mm SØ:25mm OAL:140mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:36"
"HR1XGSE00E83","-","HSS","Rohit","H-1X","None","Flat End Mills","-","General","-",31.75,"",50.8,25.4,107.95,4,"","","","1+1/4","-","2","No","","82079090","H1SE-Flat End Mills-BSW","HSS Rohit- 1X  GP-SQEM FØ:1+1/4"" FL:2"" SØ:1' OAL:4+1/4"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:04"
"HR2XGSE00E99","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",2,"",8,4,42,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:2mm FL:8mm SØ:4mm OAL:42mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:36"
"HR2XGSE00EA1","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",3,"",10,4,42,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:3mm FL:10mm SØ:4mm OAL:42mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:36"
"HR2XGSE00EB9","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",3.175,"",9.525,6.35,47.625,4,"","","","1/8","-","3/8","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:1/8"" FL:3/8"" SØ:1/4' OAL:1+7/8"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:04"
"HR2XGSE00EC7","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",3.969,"",9.525,6.35,47.625,4,"","","","5/32","-","3/8","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:5/32"" FL:3/8"" SØ:1/4' OAL:1+7/8"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:04"
"HR2XGSE00ED4","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",4,"",11,4,43,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:4mm FL:11mm SØ:4mm OAL:43mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:36"
"HR2XGSE00EE2","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",4.763,"",12.7,6.35,50.8,4,"","","","3/16","-","1/2","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:3/16"" FL:1/2"" SØ:1/4' OAL:2"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:04"
"HR2XGSE00EF0","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",5,"",13,5,47,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:5mm FL:13mm SØ:5mm OAL:47mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:36"
"HR2XGSE00EG8","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",5.556,"",12.7,6.35,50.8,4,"","","","7/32","-","1/2","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:7/32"" FL:1/2"" SØ:1/4' OAL:2"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:04"
"HR2XGSE00EH6","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",6,"",16,6,52,4,"","","","-","-","-","No",2,"82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:6mm FL:16mm SØ:6mm OAL:52mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00EJ1","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",6.35,"",15.875,6.35,53.975,4,"","","","1/4","-","5/8","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:1/4"" FL:5/8"" SØ:1/4' OAL:2+1/8"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:04"
"HR2XGSE00EK9","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",7,"",16,8,52,4,"","","","-","-","-","No",1,"82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:7mm FL:16mm SØ:8mm OAL:52mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00EL7","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",7.938,"",19.05,9.525,63.5,4,"","","","5/16","-","3/4","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:5/16"" FL:3/4"" SØ:3/8' OAL:2+1/2"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:04"
"HR2XGSE00EM5","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",8,"",19,8,59,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:8mm FL:19mm SØ:8mm OAL:59mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00EN2","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",9,"",19,10,59,4,"","","","-","-","-","No",1,"82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:9mm FL:19mm SØ:10mm OAL:59mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00EP8","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",9.525,"",22.225,9.525,66.675,4,"","","","3/8","-","7/8","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:3/8"" FL:7/8"" SØ:3/8' OAL:2+5/8"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:04"
"HR2XGSE00EQ6","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",10,"",22,10,67,4,"","","","-","-","-","No",2,"82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:10mm FL:22mm SØ:10mm OAL:67mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00ER4","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",11,"",22,12,67,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:11mm FL:22mm SØ:12mm OAL:67mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00ES1","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",11.113,"",22.225,12.7,66.675,4,"","","","7/16","-","7/8","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:7/16"" FL:7/8"" SØ:1/2' OAL:2+5/8"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:04"
"HR2XGSE00ET9","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",12,"",26,12,76,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:12mm FL:26mm SØ:12mm OAL:76mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00EU7","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",12.7,"",25.4,12.7,69.85,4,"","","","1/2","-","1","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:1/2"" FL:1"" SØ:1/2' OAL:2+3/4"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:04"
"HR2XGSE00EV5","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",13,"",26,12,76,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:13mm FL:26mm SØ:12mm OAL:76mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00EW3","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",14,"",26,12,76,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:14mm FL:26mm SØ:12mm OAL:76mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00EX0","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",14.288,"",28.575,12.7,73.025,4,"","","","9/16","-","1+1/8","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:9/16"" FL:1+1/8"" SØ:1/2' OAL:2+7/8"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:04"
"HR2XGSE00EY8","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",15,"",32,12,88,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:15mm FL:32mm SØ:12mm OAL:88mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00EZ6","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",15.875,"",31.75,15.875,82.55,4,"","","","5/8","-","1+1/4","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:5/8"" FL:1+1/4"" SØ:5/8' OAL:3+1/4"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:05"
"HR2XGSE00F07","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",16,"",32,16,88,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:16mm FL:32mm SØ:16mm OAL:88mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00F15","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",17,"",32,16,88,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:17mm FL:32mm SØ:16mm OAL:88mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:37"
"HR2XGSE00F23","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",17.463,"",34.925,15.875,85.725,4,"","","","11/16","-","1+3/8","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:11/16"" FL:1+3/8"" SØ:5/8' OAL:3+3/8"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:05"
"HR2XGSE00F31","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",18,"",32,16,88,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:18mm FL:32mm SØ:16mm OAL:88mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00F49","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",19,"",38,16,101,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:19mm FL:38mm SØ:16mm OAL:101mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00F56","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",19.05,"",38.1,15.875,88.9,4,"","","","3/4","-","1+1/2","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:3/4"" FL:1+1/2"" SØ:5/8' OAL:3+1/2"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:05"
"HR2XGSE00F64","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",20,"",38,20,101,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:20mm FL:38mm SØ:20mm OAL:101mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00F72","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",20.638,"",41.275,19.05,92.075,4,"","","","13/16","-","1+5/8","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:13/16"" FL:1+5/8"" SØ:3/4' OAL:3+5/8"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:05"
"HR2XGSE00F80","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",21,"",38,20,101,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:21mm FL:38mm SØ:20mm OAL:101mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00F98","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",22,"",38,20,101,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:22mm FL:38mm SØ:20mm OAL:101mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00FA0","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",22.225,"",41.275,19.05,92.075,4,"","","","7/8","-","1+5/8","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:7/8"" FL:1+5/8"" SØ:3/4' OAL:3+5/8"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:05"
"HR2XGSE00FB8","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",23,"",45,25,116,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:23mm FL:45mm SØ:25mm OAL:116mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00FC6","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",24,"",45,25,116,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:24mm FL:45mm SØ:25mm OAL:116mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00FD3","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",25,"",45,25,116,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:25mm FL:45mm SØ:25mm OAL:116mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00FE1","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",25.4,"",44.45,19.05,95.25,4,"","","","1","-","1+3/4","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:1"" FL:1+3/4"" SØ:3/4' OAL:3+3/4"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:05"
"HR2XGSE00FF9","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",26,"",45,25,116,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:26mm FL:45mm SØ:25mm OAL:116mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00FG7","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",27,"",45,25,116,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:27mm FL:45mm SØ:25mm OAL:116mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00FH5","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",28,"",45,25,116,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:28mm FL:45mm SØ:25mm OAL:116mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00FJ0","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",28.575,"",47.625,25.4,104.775,4,"","","","1+1/8","-","1+7/8","Yes","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:1+1/8"" FL:1+7/8"" SØ:1' OAL:4+1/8"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:05"
"HR2XGSE00FK8","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",29,"",53,25,140,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:29mm FL:53mm SØ:25mm OAL:140mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:38"
"HR2XGSE00FL6","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",30,"",53,25,140,4,"","","","-","-","-","No","","82079090","H2SE-Flat End Mills-Metric","HSS Rohit- 2X  GP-SQEM FØ:30mm FL:53mm SØ:25mm OAL:140mm Z=4","2099-12-31","aditya@rigpl.com","2013-05-08 19:35:39"
"HR2XGSE00FM4","-","HSS","Rohit","H-2X","None","Flat End Mills","-","General","-",31.75,"",50.8,25.4,107.95,4,"","","","1+1/4","-","2","No","","82079090","H2SE-Flat End Mills-BSW","HSS Rohit- 2X  GP-SQEM FØ:1+1/4"" FL:2"" SØ:1' OAL:4+1/4"" Z=4","2099-12-31","aditya@rigpl.com","2013-05-10 19:16:05"
"HR3XGSE00411","-","HSS","Rohit","H-SP","None","Flat End Mills","-","General","-",8,"",19,8,63,4,"","","","-","-","-","No","","82079090","H3SE-Flat End Mills-Metric","HSS Rohit- SP  GP-SQEM FØ:8mm FL:19mm SØ:8mm OAL:63mm Z=4","2099-12-31","aditya@rigpl.com","2013-07-09 16:10:34"
