Item,RM,BM,Brand,Quality,SPL,TT,MTM,Purpose,Type,D1,W1,L1,D2,L2,Zn,D3,L3,A1_DEG,D1_Inch,W1_Inch,L1_Inch,Is PL,ROL,CETSH,Template or Variant Of,Description,EOL,Created By,Creation
HR1XRD00E53,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.5,,75,,,,,,,-,-,-,No,20,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø7.5x75,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00E61,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.5,,100,,,,,,,-,-,-,No,30,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø7.5x100,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00E79,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.5,,150,,,,,,,-,-,-,No,2,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø7.5x150,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00E87,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.5,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø7.5x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00EF6,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.6,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø7.6x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00EH2,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.6,,150,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø7.6x150,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00EL3,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.7,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø7.7x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00ER0,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.8,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø7.8x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00ES7,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.8,,100,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø7.8x100,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00EW9,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.9,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø7.9x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00EX6,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.9,,100,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø7.9x100,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00F11,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.938,,76.2,,,,,,,May-16,-,3,Yes,10,82073000,H1RD-Round Tool Bits-BSW-4mm to 7.9mm,"HSS Rohit- 1X  Round Ø5/16""x3""",31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00F29,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.938,,101.6,,,,,,,May-16,-,4,Yes,30,82073000,H1RD-Round Tool Bits-BSW-4mm to 7.9mm,"HSS Rohit- 1X  Round Ø5/16""x4""",31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00F37,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.938,,152.4,,,,,,,May-16,-,6,Yes,,82073000,H1RD-Round Tool Bits-BSW-4mm to 7.9mm,"HSS Rohit- 1X  Round Ø5/16""x6""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00F45,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,7.938,,203.2,,,,,,,May-16,-,8,Yes,,82073000,H1RD-Round Tool Bits-BSW-4mm to 7.9mm,"HSS Rohit- 1X  Round Ø5/16""x8""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00F86,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8,,75,,,,,,,-,-,-,Yes,25,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00F94,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8,,100,,,,,,,-,-,-,Yes,170,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8x100,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00FA6,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8,,113,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8x113,31-12-2099,ramesh.pant@rigpl.com,05-09-2012 12:21
HR1XRD00F78,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8,,125,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8x125,31-12-2099,ramesh.pant@rigpl.com,11-04-2014 09:57
HR1XRD00FB4,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8,,150,,,,,,,-,-,-,Yes,25,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8x150,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00FC2,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8,,200,,,,,,,-,-,-,Yes,2,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8x200,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00FD9,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8,,250,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8x250,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD02SM3,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.05,,100,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.05x100,31-12-2099,ramesh.pant@rigpl.com,37:32.8
HR1XRD00FE7,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.05,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.05x200,31-12-2099,ramesh.pant@rigpl.com,24-06-2013 12:57
HR1XRD00FF5,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.1,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.1x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00FG3,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.1,,100,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.1x100,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00FL2,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.2,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.2x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00FM0,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.2,,100,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.2x100,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00FN7,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.2,,150,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.2x150,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00FP3,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.2,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.2x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00FR9,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.25,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.25x200,31-12-2099,ramesh.pant@rigpl.com,24-06-2013 12:53
HR1XRD00FS6,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.3,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.3x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00FT4,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.3,,100,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.3x100,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00FX5,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.334,,76.2,,,,,,,21/64,-,3,No,,82073000,H1RD-Round Tool Bits-BSW-8mm to 11.9mm,"HSS Rohit- 1X  Round Ø21/64""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00FY3,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.334,,101.6,,,,,,,21/64,-,4,No,,82073000,H1RD-Round Tool Bits-BSW-8mm to 11.9mm,"HSS Rohit- 1X  Round Ø21/64""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00G28,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.35,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.35x200,31-12-2099,ramesh.pant@rigpl.com,26-09-2013 12:54
HR1XRD00G36,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.4,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.4x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00G44,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.4,,100,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.4x100,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00G69,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.4,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-7mm to 8.4mm,HSS Rohit- 1X  Round Ø8.4x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00G85,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.5,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø8.5x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00G93,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.5,,100,,,,,,,-,-,-,No,10,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø8.5x100,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00GA5,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.5,,150,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø8.5x150,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00GB3,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.5,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø8.5x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00GD8,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.6,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø8.6x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00GJ5,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.7,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø8.7x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00GL1,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.7,,150,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø8.7x150,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00GP2,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.731,,76.2,,,,,,,Nov-32,-,3,No,,82073000,H1RD-Round Tool Bits-BSW-8mm to 11.9mm,"HSS Rohit- 1X  Round Ø11/32""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00GU1,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.8,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø8.8x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00GZ0,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.9,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø8.9x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00H27,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,8.9,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø8.9x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00H50,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9,,75,,,,,,,-,-,-,Yes,20,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9x75,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00H68,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9,,100,,,,,,,-,-,-,Yes,20,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9x100,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00H76,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9,,150,,,,,,,-,-,-,Yes,20,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9x150,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00H84,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9,,200,,,,,,,-,-,-,Yes,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00H92,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9,,250,,,,,,,-,-,-,Yes,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9x250,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00HA4,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.1,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.1x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00HF3,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.128,,76.2,,,,,,,23/64,-,3,No,,82073000,H1RD-Round Tool Bits-BSW-8mm to 11.9mm,"HSS Rohit- 1X  Round Ø23/64""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00HP1,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.2,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.2x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00HW6,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.4,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.4x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00HZ9,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.4,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.4x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00J17,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.5,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.5x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00J25,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.5,,100,,,,,,,-,-,-,No,15,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.5x100,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00J33,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.5,,113,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.5x113,31-12-2099,ramesh.pant@rigpl.com,18-10-2012 12:44
HR1XRD00J41,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.5,,150,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.5x150,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00J58,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.5,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.5x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00J82,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.525,,76.2,,,,,,,03-Aug,-,3,Yes,10,82073000,H1RD-Round Tool Bits-BSW-8mm to 11.9mm,"HSS Rohit- 1X  Round Ø3/8""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00J90,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.525,,101.6,,,,,,,03-Aug,-,4,Yes,30,82073000,H1RD-Round Tool Bits-BSW-8mm to 11.9mm,"HSS Rohit- 1X  Round Ø3/8""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00JA2,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.525,,152.4,,,,,,,03-Aug,-,6,Yes,,82073000,H1RD-Round Tool Bits-BSW-8mm to 11.9mm,"HSS Rohit- 1X  Round Ø3/8""x6""",31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00JB0,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.525,,203.2,,,,,,,03-Aug,-,8,Yes,,82073000,H1RD-Round Tool Bits-BSW-8mm to 11.9mm,"HSS Rohit- 1X  Round Ø3/8""x8""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00JC8,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.525,,254,,,,,,,03-Aug,-,10,Yes,,82073000,H1RD-Round Tool Bits-BSW-8mm to 11.9mm,"HSS Rohit- 1X  Round Ø3/8""x10""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00JK0,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.7,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.7x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD02YL9,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.75,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.75x200,31-12-2099,ramesh.pant@rigpl.com,07:36.7
HR1XRD00JP9,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.8,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.8x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00JS2,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.8,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.8x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00JU8,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.9,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.9x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00JV6,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.9,,100,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.9x100,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00JW4,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.9,,150,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-8.5mm to 10mm,HSS Rohit- 1X  Round Ø9.9x150,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00K08,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,9.922,,101.6,,,,,,,25/64,-,4,No,,82073000,H1RD-Round Tool Bits-BSW-8mm to 11.9mm,"HSS Rohit- 1X  Round Ø25/64""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00K57,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10,,75,,,,,,,-,-,-,Yes,30,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00K65,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10,,100,,,,,,,-,-,-,Yes,80,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10x100,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD02SH4,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10,,125,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10x125,31-12-2099,ramesh.pant@rigpl.com,24:07.8
HR1XRD00K81,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10,,150,,,,,,,-,-,-,Yes,20,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10x150,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR1XRD00K99,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10,,200,,,,,,,-,-,-,Yes,2,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00KA1,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10,,250,,,,,,,-,-,-,Yes,,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10x250,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00KB9,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10.05,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10.05x200,31-12-2099,ramesh.pant@rigpl.com,26-09-2013 13:09
HR1XRD00KC7,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10.1,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10.1x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00KH6,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10.2,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10.2x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00KJ1,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10.2,,100,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10.2x100,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00KN2,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10.3,,75,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10.3x75,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00KQ6,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10.3,,150,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10.3x150,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00KR4,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10.3,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10.3x200,31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00KT9,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10.319,,76.2,,,,,,,13/32,-,3,No,,82073000,H1RD-Round Tool Bits-BSW-8mm to 11.9mm,"HSS Rohit- 1X  Round Ø13/32""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR1XRD00KY8,-,HSS,Rohit,H-1X,None,Round Tool Bits,-,-,-,10.35,,200,,,,,,,-,-,-,No,,82073000,H1RD-Round Tool Bits-Metric-10mm to 12.9mm,HSS Rohit- 1X  Round Ø10.35x200,31-12-2099,ramesh.pant@rigpl.com,24-06-2013 13:01
