"Item","RM","BM","Brand","Quality","SPL","TT","MTM","Purpose","Type","D1","W1","L1","D2","L2","Zn","D3","L3","A1_DEG","D1_Inch","W1_Inch","L1_Inch","Is PL","ROL","CETSH","Template or Variant Of","Description","EOL","Created By","Creation"
"CX01GBE002E6","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",12,"",30,12,75,4,"","","","-","-","-","No",7,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:12mm FL:30mm SØ:12mm OAL:75mm Z=4","2099-12-31","anshuman@rigpl.com","2014-04-21 11:55:12"
"CX01GBE00BL5","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",12,"",30,12,75,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:12mm FL:30mm SØ:12mm OAL:75mm Z=2","2099-12-31","anuj@rigpl.com","2014-12-07 11:30:54.209064"
"CX01GBE00B22","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",12,"",30,12,200,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:12mm FL:30mm SØ:12mm OAL:200mm Z=4","2099-12-31","abhinav@rigpl.com","2014-08-02 16:35:38.219724"
"CX01GBE00C05","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",12,"",30,12,200,2,"","","","-","-","-","No","","82079090","104-2-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:12mm FL:30mm SØ:12mm OAL:200mm Z=2","2099-12-31","ramesh.pant@rigpl.com","2015-04-06 10:54:35.747666"
"CX01GBE002F4","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",12,"",40,12,100,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:12mm FL:40mm SØ:12mm OAL:100mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-11-27 13:42:57"
"CX01GBE002H0","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",12,"",50,12,100,4,"","","","-","-","-","No",7,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:12mm FL:50mm SØ:12mm OAL:100mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-29 15:25:06"
"CX01GBE002J5","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",12,"",60,12,150,4,"","","","-","-","-","No",7,"82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:12mm FL:60mm SØ:12mm OAL:150mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2014-03-21 12:07:22"
"CX01GBE002L1","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",16,"",40,16,100,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:16mm FL:40mm SØ:16mm OAL:100mm Z=4","2099-12-31","ramesh.pant@rigpl.com","2013-11-27 13:45:22"
"CX01GBE002N6","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",16,"",50,16,100,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:16mm FL:50mm SØ:16mm OAL:100mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2013-11-30 15:02:07"
"CX01GBE002P2","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",16,"",60,16,150,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:16mm FL:60mm SØ:16mm OAL:150mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2014-03-24 09:05:27"
"CX01GBE00CD1","-","Carbide","None","C-0X","TiAlN","Ball Nose End Mills","-","General","-",20,"",50,20,100,4,"","","","-","-","-","No","","82079090","102-4-Flute GP-0X Ball Nose-Metric","S/C NB 0X TiAlN GP-BNEM FØ:20mm FL:50mm SØ:20mm OAL:100mm Z=4","2099-12-31","sushil.rathee@rigpl.com","2015-09-09 10:22:16.279706"
"CX1XGBE002Q9","-","Carbide","None","C-1X","None","Ball Nose End Mills","-","General","-",3,"",16,3,50,2,"","","","-","-","-","No","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C NB 1X  GP-BNEM FØ:3mm FL:16mm SØ:3mm OAL:50mm Z=2","2099-12-31","abhinav@rigpl.com","2014-01-16 18:58:58"
"CR16GBE00CJ7","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",1,"",3,4,50,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:1 FL:3 S&#216:4 OAL:50 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:15.280250"
"CR16GBE00CK5","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",1.5,"",4,4,50,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:1.5 FL:4 S&#216:4 OAL:50 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:15.723289"
"CR16GBE00CL3","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",2,"",6,4,50,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:2 FL:6 S&#216:4 OAL:50 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:16.081022"
"CR16GBE00CM1","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",2.5,"",8,4,50,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:2.5 FL:8 S&#216:4 OAL:50 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:16.561677"
"CR16GBE00CN8","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",3,"",12,3,50,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:3 FL:12 S&#216:3 OAL:50 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:17.056814"
"CR16GBE00CP4","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",3,"",20,3,75,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:3 FL:20 S&#216:3 OAL:75 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:17.585015"
"CR16GBE00CQ2","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",3,"",25,3,100,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:3 FL:25 S&#216:3 OAL:100 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:18.054825"
"CR16GBE00CR0","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",4,"",16,4,50,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:4 FL:16 S&#216:4 OAL:50 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:18.559506"
"CR16GBE00CS7","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",4,"",20,4,75,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:4 FL:20 S&#216:4 OAL:75 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:19.113561"
"CR16GBE00CT5","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",4,"",25,4,100,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:4 FL:25 S&#216:4 OAL:100 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:19.708493"
"CR16GBE00CU3","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",5,"",16,5,50,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:5 FL:16 S&#216:5 OAL:50 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:20.408468"
"CR16GBE00CV1","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",5,"",20,5,75,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:5 FL:20 S&#216:5 OAL:75 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:21.139502"
"CR16GBE00CW9","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",5,"",25,5,100,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:5 FL:25 S&#216:5 OAL:100 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:21.692834"
"CR16GBE00CX6","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",6,"",16,6,50,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:6 FL:16 S&#216:6 OAL:50 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:22.499142"
"CR16GBE00CY4","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",6,"",25,6,75,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:6 FL:25 S&#216:6 OAL:75 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:23.269944"
"CR16GBE00CZ2","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",6,"",30,6,100,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:6 FL:30 S&#216:6 OAL:100 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:24.313778"
"CR16GBE00D03","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",6,"",40,6,150,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:6 FL:40 S&#216:6 OAL:150 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:24.956412"
"CR16GBE00D11","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",8,"",20,8,60,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:8 FL:20 S&#216:8 OAL:60 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:25.654195"
"CR16GBE00D29","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",8,"",30,8,100,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:8 FL:30 S&#216:8 OAL:100 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:26.243188"
"CR16GBE00D37","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",8,"",50,8,150,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:8 FL:50 S&#216:8 OAL:150 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:27.019087"
"CR16GBE00D45","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",10,"",25,10,75,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:10 FL:25 S&#216:10 OAL:75 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:27.711240"
"CR16GBE00D52","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",10,"",40,10,100,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:10 FL:40 S&#216:10 OAL:100 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:28.584161"
"CR16GBE00D60","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",10,"",50,10,150,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:10 FL:50 S&#216:10 OAL:150 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:29.411304"
"CR16GBE00D78","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",12,"",25,12,75,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:12 FL:25 S&#216:12 OAL:75 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:30.406653"
"CR16GBE00D86","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",12,"",40,12,100,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:12 FL:40 S&#216:12 OAL:100 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:31.437549"
"CR16GBE00D94","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",12,"",50,12,150,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:12 FL:50 S&#216:12 OAL:150 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:32.561050"
"CR16GBE00DA6","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",16,"",40,16,100,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:16 FL:40 S&#216:16 OAL:100 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:33.544073"
"CR16GBE00DB4","-","Carbide","Rohit","C-1X","HYPERLOX","Ball Nose End Mills","STEEL55","General","-",16,"",50,16,150,2,"","","","-","-","-","Yes","","82079090","206-2-Flute TX Ball Nose-Metric","S/C Rohit- 1X HLOX GP-BNEM TX ST55 F&#216:16 FL:50 S&#216:16 OAL:150 Z=2","2099-12-31","aditya@rigpl.com","2015-11-02 13:59:34.501418"
"CR1XGBE003T7","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",1,"",4,3,38,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:1mm FL:4mm SØ:3mm OAL:38mm Z=2","2099-12-31","Administrator","2010-12-05 22:20:03"
"CR1XGBE003U5","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",1.5,"",6,3,38,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:1.5mm FL:6mm SØ:3mm OAL:38mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE003V3","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",2,"",9,3,38,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:2mm FL:9mm SØ:3mm OAL:38mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE003W1","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",2.5,"",12,3,38,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:2.5mm FL:12mm SØ:3mm OAL:38mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE003X8","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",3,"",12,3,38,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:3mm FL:12mm SØ:3mm OAL:38mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006D9","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",3,"",12,3,38,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:3mm FL:12mm SØ:3mm OAL:38mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE003Y6","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",3,"",20,3,75,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:3mm FL:20mm SØ:3mm OAL:75mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006E7","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",3,"",20,3,75,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:3mm FL:20mm SØ:3mm OAL:75mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE003Z4","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",3,"",25,3,100,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:3mm FL:25mm SØ:3mm OAL:100mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006F5","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",3,"",25,3,100,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:3mm FL:25mm SØ:3mm OAL:100mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE00405","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",4,"",14,4,50,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:4mm FL:14mm SØ:4mm OAL:50mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006G3","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",4,"",14,4,50,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:4mm FL:14mm SØ:4mm OAL:50mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE00413","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",4,"",20,4,75,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:4mm FL:20mm SØ:4mm OAL:75mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006H1","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",4,"",20,4,75,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:4mm FL:20mm SØ:4mm OAL:75mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE00421","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",4,"",25,4,100,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:4mm FL:25mm SØ:4mm OAL:100mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006J6","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",4,"",25,4,100,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:4mm FL:25mm SØ:4mm OAL:100mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE00439","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",5,"",16,5,50,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:5mm FL:16mm SØ:5mm OAL:50mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006K4","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",5,"",16,5,50,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:5mm FL:16mm SØ:5mm OAL:50mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE00447","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",5,"",20,5,75,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:5mm FL:20mm SØ:5mm OAL:75mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006L2","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",5,"",20,5,75,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:5mm FL:20mm SØ:5mm OAL:75mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE00454","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",5,"",25,5,100,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:5mm FL:25mm SØ:5mm OAL:100mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006M0","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",5,"",25,5,100,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:5mm FL:25mm SØ:5mm OAL:100mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE00462","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",6,"",16,6,50,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:6mm FL:16mm SØ:6mm OAL:50mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006N7","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",6,"",16,6,50,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:6mm FL:16mm SØ:6mm OAL:50mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:21"
"CR1XGBE00470","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",6,"",25,6,75,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:6mm FL:25mm SØ:6mm OAL:75mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006P3","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",6,"",25,6,75,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:6mm FL:25mm SØ:6mm OAL:75mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:21"
"CR1XGBE00488","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",6,"",30,6,100,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:6mm FL:30mm SØ:6mm OAL:100mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006Q1","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",6,"",30,6,100,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:6mm FL:30mm SØ:6mm OAL:100mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:21"
"CR1XGBE00496","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",6,"",50,6,150,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:6mm FL:50mm SØ:6mm OAL:150mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE006R9","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",6,"",50,6,150,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:6mm FL:50mm SØ:6mm OAL:150mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:21"
"CR1XGBE004A8","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",7,"",20,7,60,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:7mm FL:20mm SØ:7mm OAL:60mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
"CR1XGBE00769","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",7,"",20,7,60,4,"","","","-","-","-","Yes","","82079090","202-4-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:7mm FL:20mm SØ:7mm OAL:60mm Z=4","2099-12-31","Administrator","2010-10-06 17:29:21"
"CR1XGBE004B6","-","Carbide","Rohit","C-1X","None","Ball Nose End Mills","-","General","-",8,"",20,8,60,2,"","","","-","-","-","Yes","","82079090","204-2-Flute 1X Ball Nose-Metric","S/C Rohit- 1X  GP-BNEM FØ:8mm FL:20mm SØ:8mm OAL:60mm Z=2","2099-12-31","Administrator","2010-10-06 17:29:20"
