"Item","Series","RM","BM","Brand","Quality","SPL","TT","MTM","Purpose","Type","D1","W1","L1","D2","L2","Zn","D3","L3","A1_DEG","D1_Inch","W1_Inch","L1_Inch","Is PL","ROL","CETSH","Template or Variant Of","Description","EOL","Created By","Creation"
"HR1XSQ003A6","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",10,10,200,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 10x10x200 15°","2099-12-31","aditya@rigpl.com","2010-10-06 17:31:03"
"HR1XSQ003B4","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",10,10,250,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 10x10x250 15°","2099-12-31","Administrator","2010-10-06 17:31:03"
"HR1XSQ003C2","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",10.1,10.1,100,"","","","","",0,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 10.1x10.1x100 0°","2099-12-31","ramesh.pant@rigpl.com","2014-02-01 14:15:07"
"HR1XSQ003D9","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",10.5,10.5,75,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 10.5x10.5x75 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ003E7","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",11,11,150,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 11x11x150 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ003F5","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",11.113,11.113,76.2,"","","","","",15,"7/16","7/16","3","No","","82078000","H1SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 1X  SQ 7/16""x7/16""x3"" 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ003H1","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",11.113,11.113,88.9,"","","","","",15,"7/16","7/16","3+1/2","No","","82078000","H1SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 1X  SQ 7/16""x7/16""x3+1/2"" 15°","2099-12-31","aditya@rigpl.com","2012-07-04 14:35:19"
"HR1XSQ003J6","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",11.113,11.113,101.6,"","","","","",15,"7/16","7/16","4","No","","82078000","H1SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 1X  SQ 7/16""x7/16""x4"" 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ003K4","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12,12,75,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 12x12x75 15°","2099-12-31","Administrator","2010-10-06 17:31:03"
"HR1XSQ003L2","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12,12,100,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 12x12x100 15°","2099-12-31","Administrator","2010-10-06 17:31:03"
"HR1XSQ003M0","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12,12,150,"","","","","",15,"-","-","-","Yes",5,"82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 12x12x150 15°","2099-12-31","Administrator","2010-10-06 17:31:03"
"HR1XSQ003N7","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12,12,200,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 12x12x200 15°","2099-12-31","Administrator","2010-10-06 17:31:03"
"HR1XSQ003P3","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12,12,250,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 12x12x250 15°","2099-12-31","Administrator","2010-10-06 17:31:03"
"HR1XSQ003Q1","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12.3,12.3,75,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 12.3x12.3x75 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ003R9","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12.3,12.3,100,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 12.3x12.3x100 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ003S6","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12.3,12.3,150,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 12.3x12.3x150 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ003T4","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12.3,12.3,200,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 12.3x12.3x200 15°","2099-12-31","Administrator","2011-02-17 05:01:02"
"HR1XSQ003U2","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12.3,12.3,250,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 12.3x12.3x250 15°","2099-12-31","Administrator","2011-02-17 05:01:02"
"HR1XSQ003W8","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12.7,12.7,76.2,"","","","","",15,"1/2","1/2","3","Yes",25,"82078000","H1SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 1X  SQ 1/2""x1/2""x3"" 15°","2099-12-31","Administrator","2010-10-06 17:31:03"
"HR1XSQ003Y3","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12.7,12.7,101.6,"","","","","",15,"1/2","1/2","4","Yes",500,"82078000","H1SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 1X  SQ 1/2""x1/2""x4"" 15°","2099-12-31","aditya@rigpl.com","2010-10-06 17:31:03"
"HR1XSQ00402","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12.7,12.7,152.4,"","","","","",15,"1/2","1/2","6","Yes",80,"82078000","H1SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 1X  SQ 1/2""x1/2""x6"" 15°","2099-12-31","aditya@rigpl.com","2010-10-06 17:31:03"
"HR1XSQ00428","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12.7,12.7,203.2,"","","","","",15,"1/2","1/2","8","Yes",80,"82078000","H1SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 1X  SQ 1/2""x1/2""x8"" 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ00444","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",12.7,12.7,254,"","","","","",15,"1/2","1/2","10","Yes",30,"82078000","H1SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 1X  SQ 1/2""x1/2""x10"" 15°","2099-12-31","aditya@rigpl.com","2010-10-06 17:31:04"
"HR1XSQ00451","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",13,13,100,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 13x13x100 15°","2099-12-31","ramesh.pant@rigpl.com","2013-06-28 14:09:31"
"HR1XSQ00469","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",13,13,150,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 13x13x150 15°","2099-12-31","aditya@rigpl.com","2012-01-30 18:08:01"
"HR1XSQ00477","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",14,14,100,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 14x14x100 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ00485","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",14,14,150,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 14x14x150 15°","2099-12-31","aditya@rigpl.com","2012-01-30 18:07:38"
"HR1XSQ00493","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",14,14,200,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 14x14x200 15°","2099-12-31","ramesh.pant@rigpl.com","2013-08-30 09:28:45"
"HR1XSQ004A5","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",14,14,250,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 14x14x250 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ004B3","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",14.5,14.5,100,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-9mm to 14.9mm","HSS Rohit- 1X  SQ 14.5x14.5x100 15°","2099-12-31","ramesh.pant@rigpl.com","2014-05-07 12:56:48"
"HR1XSQ004C1","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",15,15,100,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 15x15x100 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ004D8","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",15,15,150,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 15x15x150 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ004E6","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",15,15,200,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 15x15x200 15°","2099-12-31","aditya@rigpl.com","2012-04-13 12:59:49"
"HR1XSQ004G2","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",15.875,15.875,101.6,"","","","","",15,"5/8","5/8","4","Yes",40,"82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 5/8""x5/8""x4"" 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ004H0","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",15.875,15.875,114.3,"","","","","",15,"5/8","5/8","4+1/2","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 5/8""x5/8""x4+1/2"" 15°","2099-12-31","aditya@rigpl.com","2012-03-02 14:17:39"
"HR1XSQ004J5","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",15.875,15.875,152.4,"","","","","",15,"5/8","5/8","6","Yes",25,"82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 5/8""x5/8""x6"" 15°","2099-12-31","aditya@rigpl.com","2010-10-06 17:31:04"
"HR1XSQ004K3","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",15.875,15.875,203.2,"","","","","",15,"5/8","5/8","8","Yes","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 5/8""x5/8""x8"" 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ004M9","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",16,16,100,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 16x16x100 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ004P2","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",16,16,150,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 16x16x150 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ004Q0","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",16,16,200,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 16x16x200 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ004R8","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",17,17,100,"","","","","",0,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 17x17x100 0°","2099-12-31","ramesh.pant@rigpl.com","2014-02-26 19:51:46"
"HR1XSQ004S5","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",18,18,100,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 18x18x100 15°","2099-12-31","Administrator","2011-03-14 08:25:59"
"HR1XSQ004T3","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",18,18,150,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 18x18x150 15°","2099-12-31","Administrator","2011-03-14 08:25:59"
"HR1XSQ004U1","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",19,19,100,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 19x19x100 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ004V9","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",19,19,150,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 19x19x150 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ004W7","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",19,19,200,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 19x19x200 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ004X4","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",19.05,19.05,76.2,"","","","","",15,"3/4","3/4","3","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 3/4""x3/4""x3"" 15°","2099-12-31","Administrator","2011-03-14 08:25:59"
"HR1XSQ004Y2","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",19.05,19.05,101.6,"","","","","",15,"3/4","3/4","4","Yes",10,"82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 3/4""x3/4""x4"" 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ004Z0","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",19.05,19.05,127,"","","","","",15,"3/4","3/4","5","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 3/4""x3/4""x5"" 15°","2099-12-31","aditya@rigpl.com","2012-05-01 20:01:06"
"HR1XSQ00519","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",19.05,19.05,152.4,"","","","","",15,"3/4","3/4","6","Yes",15,"82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 3/4""x3/4""x6"" 15°","2099-12-31","aditya@rigpl.com","2010-10-06 17:31:04"
"HR1XSQ00527","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",19.05,19.05,203.2,"","","","","",15,"3/4","3/4","8","Yes","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 3/4""x3/4""x8"" 15°","2099-12-31","aditya@rigpl.com","2010-10-06 17:31:04"
"HR1XSQ00535","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",19.05,19.05,254,"","","","","",15,"3/4","3/4","10","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 3/4""x3/4""x10"" 15°","2099-12-31","Administrator","2011-03-14 08:26:00"
"HR1XSQ00543","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",20,20,100,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 20x20x100 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ00550","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",20,20,150,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 20x20x150 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ00568","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",20,20,200,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 20x20x200 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ00576","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",22.225,22.225,101.6,"","","","","",15,"7/8","7/8","4","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 7/8""x7/8""x4"" 15°","2099-12-31","Administrator","2011-03-14 08:25:59"
"HR1XSQ00584","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",22.225,22.225,152.4,"","","","","",15,"7/8","7/8","6","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 7/8""x7/8""x6"" 15°","2099-12-31","Administrator","2011-03-14 08:25:59"
"HR1XSQ00592","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",22.225,22.225,203.2,"","","","","",15,"7/8","7/8","8","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 7/8""x7/8""x8"" 15°","2099-12-31","Administrator","2011-03-14 08:25:59"
"HR1XSQ005A4","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",25,25,100,"","","","","",15,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 25x25x100 15°","2099-12-31","Administrator","2011-03-14 08:25:59"
"HR1XSQ005B2","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",25,25,150,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 25x25x150 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ005C0","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",25,25,175,"","","","","",0,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 25x25x175 0°","2099-12-31","abhinav@rigpl.com","2013-10-09 13:31:13"
"HR1XSQ005D7","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",25,25,200,"","","","","",15,"-","-","-","Yes","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 25x25x200 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR1XSQ005E5","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",25.4,25.4,76.2,"","","","","",15,"1","1","3","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1""x1""x3"" 15°","2099-12-31","Administrator","2011-03-14 08:25:59"
"HR1XSQ005F3","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",25.4,25.4,101.6,"","","","","",15,"1","1","4","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1""x1""x4"" 15°","2099-12-31","Administrator","2011-02-17 05:01:02"
"HR1XSQ005G1","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",25.4,25.4,127,"","","","","",15,"1","1","5","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1""x1""x5"" 15°","2099-12-31","ramesh.pant@rigpl.com","2013-03-14 12:48:29"
"HR1XSQ005H9","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",25.4,25.4,152.4,"","","","","",15,"1","1","6","Yes",2,"82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1""x1""x6"" 15°","2099-12-31","aditya@rigpl.com","2010-10-06 17:31:04"
"HR1XSQ005J4","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",25.4,25.4,177.8,"","","","","",15,"1","1","7","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1""x1""x7"" 15°","2099-12-31","aditya@rigpl.com","2012-08-09 16:15:37"
"HR1XSQ005K2","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",25.4,25.4,203.2,"","","","","",15,"1","1","8","Yes",10,"82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1""x1""x8"" 15°","2099-12-31","aditya@rigpl.com","2010-10-06 17:31:04"
"HR1XSQ005L0","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",25.4,25.4,254,"","","","","",15,"1","1","10","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1""x1""x10"" 15°","2099-12-31","Administrator","2011-03-14 08:25:59"
"HR1XSQ005M8","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",31.75,31.75,152.4,"","","","","",15,"1+1/4","1+1/4","6","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1+1/4""x1+1/4""x6"" 15°","2099-12-31","anuj@rigpl.com","2012-01-14 12:58:43"
"HR1XSQ005N5","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",31.75,31.75,203.2,"","","","","",15,"1+1/4","1+1/4","8","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1+1/4""x1+1/4""x8"" 15°","2099-12-31","anuj@rigpl.com","2012-01-14 13:00:46"
"HR1XSQ005P1","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",31.75,31.75,228.6,"","","","","",15,"1+1/4","1+1/4","9","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1+1/4""x1+1/4""x9"" 15°","2099-12-31","aditya@rigpl.com","2012-08-09 16:43:49"
"HR1XSQ005Q9","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",38.1,38.1,101.6,"","","","","",15,"1+1/2","1+1/2","4","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1+1/2""x1+1/2""x4"" 15°","2099-12-31","ramesh.pant@rigpl.com","2013-07-23 16:15:29"
"HR1XSQ005S4","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",38.1,38.1,203.2,"","","","","",15,"1+1/2","1+1/2","8","No","","82078000","H1SQ-Square Tool Bits-BSW-13mm and above","HSS Rohit- 1X  SQ 1+1/2""x1+1/2""x8"" 15°","2099-12-31","Administrator","2011-03-14 08:25:59"
"HR1XSQ005T2","NO-SERIES","-","HSS","Rohit","H-1X","None","Square Tool Bits","-","-","-",39,39,105,"","","","","",0,"-","-","-","No","","82078000","H1SQ-Square Tool Bits-Metric-15mm and above","HSS Rohit- 1X  SQ 39x39x105 0°","2099-12-31","ramesh.pant@rigpl.com","2013-09-27 14:28:33"
"HR12SQ005U4","NO-SERIES","-","HSS","Rohit","H-1X","TiN","Square Tool Bits","-","-","-",9.525,9.525,203.2,"","","","","",15,"3/8","3/8","8","No","","82078000","H1SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 1X TiN SQ 3/8""x3/8""x8"" 15°","2099-12-31","Administrator","2011-02-17 05:01:02"
"HR12SQ005V2","NO-SERIES","-","HSS","Rohit","H-1X","TiN","Square Tool Bits","-","-","-",12.7,12.7,203.2,"","","","","",15,"1/2","1/2","8","No","","82078000","H1SQ-Square Tool Bits-BSW-7mm to 12.9mm","HSS Rohit- 1X TiN SQ 1/2""x1/2""x8"" 15°","2099-12-31","Administrator","2011-02-21 23:22:46"
"HR2XSQ005W5","NO-SERIES","-","HSS","Rohit","H-2X","None","Square Tool Bits","-","-","-",2.381,2.381,63.5,"","","","","",15,"3/32","3/32","2+1/2","No","","82078000","H2SQ-Square Tool Bits-BSW-upto 8.9mm","HSS Rohit- 2X  SQ 3/32""x3/32""x2+1/2"" 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR2XSQ005X2","NO-SERIES","-","HSS","Rohit","H-2X","None","Square Tool Bits","-","-","-",2.381,2.381,76.2,"","","","","",15,"3/32","3/32","3","No","","82078000","H2SQ-Square Tool Bits-BSW-upto 8.9mm","HSS Rohit- 2X  SQ 3/32""x3/32""x3"" 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
"HR2XSQ005Z8","NO-SERIES","-","HSS","Rohit","H-2X","None","Square Tool Bits","-","-","-",2.5,2.5,65,"","","","","",15,"-","-","-","No","","82078000","H2SQ-Square Tool Bits-Metric-upto 10.9mm","HSS Rohit- 2X  SQ 2.5x2.5x65 15°","2099-12-31","Administrator","2010-10-06 17:31:04"
