"Item","Series","RM","BM","Brand","Quality","SPL","TT","MTM","Purpose","Type","D1","W1","L1","D2","L2","Zn","D3","L3","A1_DEG","D1_Inch","W1_Inch","L1_Inch","Is PL","ROL","CETSH","Template or Variant Of","Description","EOL","Created By","Creation"
"HR1XMC006D3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,15,240,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x15x240 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC006E1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,15,250,"","","","","","","-","-","-","No",2,"82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x15x250 ","2099-12-31","aditya@rigpl.com","2011-10-03 09:40:12"
"HR1XMC006F9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,90,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x90 ","2099-12-31","anuj@rigpl.com","2012-03-22 15:35:22"
"HR1XMC000R9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x100 ","2099-12-31","ramesh.pant@rigpl.com","2013-07-15 14:38:52"
"HR1XMC00HR5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,110,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x110 ","2099-12-31","aditya@rigpl.com","2015-06-03 19:52:48.722356"
"HR1XMC006G7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,120,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x120 ","2099-12-31","aditya@rigpl.com","2012-02-10 14:30:34"
"HR1XMC006H5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x150 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC006J0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC006K8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,230,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x230 ","2099-12-31","aditya@rigpl.com","2012-01-16 16:36:43"
"HR1XMC006L6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,240,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x240 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC006M4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x250 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC006N1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,270,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x270 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC006P7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,290,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x290 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC006Q5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,16,300,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x16x300 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC000S6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,17,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x17x100 ","2099-12-31","ramesh.pant@rigpl.com","2013-07-15 14:36:18"
"HR1XMC000T4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,18,95,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x18x95 ","2099-12-31","ramesh.pant@rigpl.com","2013-06-12 16:57:43"
"HR1XMC006R3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,18,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x18x100 ","2099-12-31","aditya@rigpl.com","2011-11-19 16:38:06"
"HR1XMC006S0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,20,90,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x20x90 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC006T8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,20,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x20x100 ","2099-12-31","ramesh.pant@rigpl.com","2012-12-12 10:55:18"
"HR1XMC006U6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,20,120,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x20x120 ","2099-12-31","aditya@rigpl.com","2011-11-15 14:19:33"
"HR1XMC006V4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,20,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x20x150 ","2099-12-31","aditya@rigpl.com","2012-01-12 17:23:06"
"HR1XMC006W2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,20,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x20x200 ","2099-12-31","aditya@rigpl.com","2012-01-12 17:23:44"
"HR1XMC006X9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,20,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x20x250 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC006Y7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,20,300,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x20x300 ","2099-12-31","aditya@rigpl.com","2012-01-12 17:24:24"
"HR1XMC006Z5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10,32,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10x32x100 ","2099-12-31","aditya@rigpl.com","2011-09-19 16:35:13"
"HR1XMC00706","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10.3,10.3,200,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 10.3x10.3x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00714","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10.5,13.5,80,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10.5x13.5x80 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00722","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",10.5,13.5,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 10.5x13.5x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00H82","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",11,11,150,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-upto 11.9mm","HSS Rohit- 1X  Mandrel 11x11x150 ","2099-12-31","ramesh.pant@rigpl.com","2014-09-18 12:58:10.817445"
"HR1XMC00730","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",11,13,110,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 11x13x110 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00748","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",11,16,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 11x16x150 ","2099-12-31","aditya@rigpl.com","2011-10-03 09:29:55"
"HR1XMC000U2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",11,21.5,105,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 11x21.5x105 ","2099-12-31","ramesh.pant@rigpl.com","2014-04-07 11:44:27"
"HR1XMC00755","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",11,22,175,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 11x22x175 ","2099-12-31","aditya@rigpl.com","2011-09-30 17:59:21"
"HR1XMC00763","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",11,22,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-10mm to 11.9mm","HSS Rohit- 1X  Mandrel 11x22x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:46"
"HR1XMC00H17","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,70,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x70 ","2099-12-31","ramesh.pant@rigpl.com","2014-08-22 11:10:01.454880"
"HR1XMC00771","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,75,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x75 ","2099-12-31","ramesh.pant@rigpl.com","2013-01-23 15:40:55"
"HR1XMC00789","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,80,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x80 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC00797","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,85,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x85 ","2099-12-31","aditya@rigpl.com","2011-10-07 15:14:56"
"HR1XMC007A9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,100,"","","","","","","-","-","-","No",5,"82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x100 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC007B7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,120,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x120 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC000V0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,135,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x135 ","2099-12-31","ramesh.pant@rigpl.com","2014-02-10 10:24:15"
"HR1XMC007C5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,140,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x140 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC007D2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,150,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x150 ","2099-12-31","anuj@rigpl.com","2012-04-14 12:55:52"
"HR1XMC000W8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,160,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x160 ","2099-12-31","ramesh.pant@rigpl.com","2013-08-23 15:24:54"
"HR1XMC007E0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,200,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC007F8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,240,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x240 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC007G6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12,250,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12x12x250 ","2099-12-31","aditya@rigpl.com","2011-03-16 05:58:28"
"HR1XMC000X5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,12.5,110,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x12.5x110 ","2099-12-31","ramesh.pant@rigpl.com","2013-11-27 10:12:33"
"HR1XMC00HM6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,13,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x13x100 ","2099-12-31","sushil.rathee@rigpl.com","2015-03-18 10:20:42.697586"
"HR1XMC007H4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,13,230,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x13x230 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC000Y3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,13,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x13x250 ","2099-12-31","ramesh.pant@rigpl.com","2013-08-02 14:49:19"
"HR1XMC007J9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,13,270,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x13x270 ","2099-12-31","anuj@rigpl.com","2012-04-06 22:09:59"
"HR1XMC007K7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,15,75,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x15x75 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC007L5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,15,90,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x15x90 ","2099-12-31","ramesh.pant@rigpl.com","2012-12-04 14:24:30"
"HR1XMC007M3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,15,120,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x15x120 ","2099-12-31","aditya@rigpl.com","2011-11-15 14:20:22"
"HR1XMC007N0","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,15,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x15x150 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC007P6","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,15,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x15x200 ","2099-12-31","aditya@rigpl.com","2012-01-09 15:19:21"
"HR1XMC000Z1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,15,240,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x15x240 ","2099-12-31","ramesh.pant@rigpl.com","2013-08-10 11:28:56"
"HR1XMC007Q4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,15,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x15x250 ","2099-12-31","aditya@rigpl.com","2011-09-26 11:33:17"
"HR1XMC007R2","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,16,150,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x16x150 ","2099-12-31","aditya@rigpl.com","2012-05-04 12:19:33"
"HR1XMC007S9","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,16,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x16x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC007T7","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,16,230,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x16x230 ","2099-12-31","anuj@rigpl.com","2012-01-25 16:55:29"
"HR1XMC007U5","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,16,240,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x16x240 ","2099-12-31","anuj@rigpl.com","2012-01-25 16:54:54"
"HR1XMC007V3","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,16,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x16x250 ","2099-12-31","aditya@rigpl.com","2011-10-07 17:36:03"
"HR1XMC00102","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,16,300,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x16x300 ","2099-12-31","ramesh.pant@rigpl.com","2013-06-27 16:57:21"
"HR1XMC007W1","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,20,100,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x20x100 ","2099-12-31","anuj@rigpl.com","2012-02-04 11:38:31"
"HR1XMC00110","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,20,105,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x20x105 ","2099-12-31","ramesh.pant@rigpl.com","2013-08-10 10:29:34"
"HR1XMC00128","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,20,120,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x20x120 ","2099-12-31","ramesh.pant@rigpl.com","2014-01-17 17:14:28"
"HR1XMC007X8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,20,125,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x20x125 ","2099-12-31","aditya@rigpl.com","2012-01-04 13:22:24"
"HR1XMC007Z4","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,20,200,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x20x200 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00805","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,20,230,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x20x230 ","2099-12-31","anuj@rigpl.com","2012-01-14 13:29:46"
"HR1XMC00813","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,20,240,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x20x240 ","2099-12-31","anuj@rigpl.com","2012-01-14 13:29:09"
"HR1XMC00821","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,20,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x20x250 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00839","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,20,350,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x20x350 ","2099-12-31","aditya@rigpl.com","2012-05-04 12:16:23"
"HR1XMC00136","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,24,120,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x24x120 ","2099-12-31","ramesh.pant@rigpl.com","2013-12-05 11:47:12"
"HR1XMC00854","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12,25,250,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12x25x250 ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:47"
"HR1XMC00862","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12.5,12.5,100,"","","","","","","-","-","-","No","","82078000","H1MC-Square Mandrels-Metric-12mm to 15.9mm","HSS Rohit- 1X  Mandrel 12.5x12.5x100 ","2099-12-31","aditya@rigpl.com","2011-09-22 10:58:36"
"HR1XMC00870","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12.5,20,125,"","","","","","","-","-","-","No","","82078000","H1MC-Rectangular Mandrels-Metric-12mm to 12.9mm","HSS Rohit- 1X  Mandrel 12.5x20x125 ","2099-12-31","aditya@rigpl.com","2011-12-30 10:37:33"
"HR1XMC00888","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12.7,12.7,76.2,"","","","","","","1/2","1/2","3","No","","82078000","H1MC-Square Mandrels-BSW","HSS Rohit- 1X  Mandrel 1/2""x1/2""x3"" ","2099-12-31","ramesh.pant@rigpl.com","2012-12-10 18:35:36"
"HR1XMC00896","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12.7,12.7,101.6,"","","","","","","1/2","1/2","4","No","","82078000","H1MC-Square Mandrels-BSW","HSS Rohit- 1X  Mandrel 1/2""x1/2""x4"" ","2099-12-31","aditya@rigpl.com","2011-03-01 19:23:48"
"HR1XMC008A8","NO-SERIES","-","HSS","Rohit","H-1X","None","Mandrels & Cutters","-","-","-",12.7,12.7,152.4,"","","","","","","1/2","1/2","6","No","","82078000","H1MC-Square Mandrels-BSW","HSS Rohit- 1X  Mandrel 1/2""x1/2""x6"" ","2099-12-31","aditya@rigpl.com","2011-11-09 16:35:58"
